Country,Year,Status of country,Life Expectancy ,Adult Mortality,Infant Deaths,Alcohol,Hepatitis B,Measles , BMI ,Under-five Deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of country resources,Schooling
Canada,2012,Developing,81.6,68,2,8.3,7,10,65.3,2,99,95,0.1,52496.69487,3475545,,,0.907,
Canada,2011,Developing,81.5,68,2,8.2,7,803,64.7,2,87,87,0.1,5282.2176,3434278,,,0.903,
Canada,2010,Developing,81.2,7,2,8.4,56,99,64.1,2,88,89,0.1,47447.4762,345274,,,0.898,
Canada,2009,Developing,81,72,2,8.4,42,14,63.6,2,89,91,0.1,4773.45436,33628571,,,0.898,
Canada,2008,Developing,87,74,2,8.3,28,62,63,2,89,92,0.1,46596.33599,33245773,,,0.897,
Canada,2007,Developing,85,74,2,8.3,14,101,62.5,2,9,94,0.1,44544.5268,32887928,,,0.894,
Canada,2006,Developing,85,75,2,8.2,14,13,61.9,2,95,95,0.1,4386.69948,325755,,,0.891,
Canada,2005,Developing,81,76,2,8,14,6,61.3,2,93,93,0.1,36189.58838,32312,,,0.886,
Canada,2004,Developing,80,77,2,7.8,14,7,6.6,2,91,91,0.1,31979.87195,31995,,,0.881,
Canada,2003,Developing,79.7,78,2,7.7,14,15,6,2,88,91,0.1,28172.14883,31676,,,0.877,
Canada,2002,Developing,79.5,79,2,7.7,,6,59.3,2,88,88,0.1,24167.8431,31362,,,0.872,
Canada,2001,Developing,79.4,8,2,7.6,,34,58.5,2,88,89,0.1,23691.59472,31819,,,0.867,
Canada,2000,Developing,79.1,82,2,7.6,,206,57.8,2,88,89,0.1,24124.16917,37697,,,0.864,
Chile,2015,Developing,85,82,2,,97,9,63.8,2,96,96,0.1,13653.2264,17762681,,,0.845,
Chile,2014,Developing,83,83,2,7.16,95,0,63.1,2,95,95,0.1,14817.37778,17613798,,,0.841,
Chile,2013,Developing,81,84,2,7.2,9,0,62.5,2,9,91,0.1,15941.39722,17462982,,,0.831,
Chile,2012,Developing,79.9,84,2,6.76,9,0,61.8,2,9,9,0.1,15431.9293,1739746,,,0.826,
Chile,2011,Developing,79.8,86,2,7.26,94,6,61.2,2,93,94,0.1,1475.69242,17153357,,,0.82,15.4
Chile,2010,Developing,79.1,89,2,7.93,92,0,6.6,2,92,92,0.1,1286.17764,16993354,,,0.815,15.2
Chile,2009,Developing,79.3,91,2,7.67,94,1,59.9,2,94,94,0.1,1243.32824,16829442,,,0.816,15.3
Chile,2008,Developing,79.6,88,2,7.31,95,0,59.3,2,95,95,0.1,1781.3668,16661942,,,0.804,15.2
Chile,2007,Developing,78.9,9,2,7.39,92,0,58.7,2,95,96,0.1,1526.87746,16491687,,,0.797,14.8
Chile,2006,Developing,78.9,91,2,7.33,95,0,58.1,2,94,94,0.1,9484.681227,16319792,,,0.796,14.9
Chile,2005,Developing,78.4,93,2,7.57,,0,57.4,2,92,91,0.1,7615.3468,1614764,,,0.79,14.6
Chile,2004,Developing,78,97,2,6.32,,0,56.8,2,94,93,0.1,621.828325,15973778,,,0.781,14.3
Chile,2003,Developing,77.9,1,2,6.37,,1,56.1,2,96,96,0.1,4787.699532,15799542,,,0.775,14
Chile,2002,Developing,77.8,11,2,6.06,,0,55.4,3,97,97,0.1,4463.545867,15623635,,,0.768,13.9
Chile,2001,Developing,77.3,16,2,6.1,,0,54.7,3,96,97,0.1,4595.666327,15444969,,,0.761,13.7
Chile,2000,Developing,77.3,13,2,6.24,,0,54,3,91,91,0.1,511.368479,15262754,,,0.755,13.5
China,2015,Developing,76.1,85,157,,99,42361,32.9,183,99,99,0.1,869.211938,137122,,,0.734,13.5
China,2014,Developing,75.8,86,171,5.78,99,52628,31.9,198,99,99,0.1,7683.5238,136427,,,0.723,13.1
China,2013,Developing,75.6,88,185,5.79,99,26883,3.9,216,99,99,0.1,777.77594,135738,,,0.713,12.7
China,2012,Developing,75.4,89,201,5.74,99,6183,3,233,99,99,0.1,6337.882993,135695,,,0.703,
China,2011,Developing,75.2,91,215,5.63,99,9943,29,251,99,99,0.1,5633.79616,134413,,,0.7,
China,2010,Developing,75,92,231,5.75,99,38159,28.1,268,99,99,0.1,456.512487,133775,,,0.691,
China,2009,Developing,74.9,93,248,4.88,99,52461,27.3,288,99,99,0.1,3838.434292,133126,,,0.682,
China,2008,Developing,74.5,97,266,4.27,95,131441,26.5,308,99,97,0.1,3471.247547,1324655,,,0.672,
China,2007,Developing,74.4,96,285,3.88,92,109023,25.7,332,94,93,0.1,2695.366223,1317885,,,0.659,
China,2006,Developing,74.2,98,307,3.28,91,99602,24.9,360,94,93,0.1,299.229676,13112,,,0.646,
China,2005,Developing,73.9,99,332,2.92,84,124219,24.1,392,87,87,0.1,1753.4178,13372,,,0.634,
China,2004,Developing,73.5,11,360,3.04,79,70549,23.4,427,87,87,0.1,158.668462,129675,,,0.622,
China,2003,Developing,73.1,13,391,2.96,75,71879,22.6,467,87,86,0.1,1288.642924,12884,,,0.61,
China,2002,Developing,72.7,16,422,2.91,7,58341,21.9,511,86,86,0.1,1148.5857,1284,,,0.6,
China,2001,Developing,72.2,11,457,2.84,65,88962,21.2,558,86,86,0.1,153.1824,127185,,,0.592,
China,2000,Developing,71.7,115,490,3.06,6,71093,2.5,608,86,85,0.1,959.372181,1262645,,,0.583,
Colombia,2015,Developing,74.8,143,10,,91,1,57.9,12,91,91,0.1,644.525556,48228697,,,0.724,
Colombia,2014,Developing,74.6,144,11,4.38,9,0,57.2,12,9,9,0.1,7913.383432,47791911,,,0.72,
Colombia,2013,Developing,74.4,145,11,4.41,91,1,56.4,13,91,91,0.1,83.5863,47342981,,,0.712,
Colombia,2012,Developing,74.3,143,11,4.44,92,1,55.7,13,91,91,0.1,7884.984429,46881475,,,0.707,
Colombia,2011,Developing,74.2,144,12,4.37,85,6,55,14,85,85,0.1,7227.73968,4646646,,,0.7,
Colombia,2010,Developing,73.6,15,12,4.28,88,0,54.2,15,88,88,0.1,625.65544,4591897,,,0.695,
Colombia,2009,Developing,73.6,15,13,4.34,92,0,53.5,15,92,92,0.1,5148.422113,45416181,,,0.691,
Colombia,2008,Developing,73.5,146,14,4.45,92,0,52.8,16,92,92,0.1,5433.7245,4491544,,,0.683,
Colombia,2007,Developing,73.5,144,14,4.66,93,0,52,17,93,93,0.1,4674.21961,44374572,,,0.675,
Colombia,2006,Developing,73.1,147,15,4.53,93,0,51.3,17,94,93,0.1,379.78776,43835722,,,0.669,
Colombia,2005,Developing,73.1,144,15,4.38,93,0,5.5,18,93,93,0.1,3386.256,43285634,,,0.658,
Colombia,2004,Developing,72.8,148,16,4.26,89,0,49.8,19,89,89,0.1,274.249442,42724163,,,0.658,
Colombia,2003,Developing,72.4,15,16,4.25,92,0,49,19,92,92,0.1,2246.257472,42152151,,,0.659,
Colombia,2002,Developing,71.8,163,17,4.45,78,139,48.2,20,83,81,0.1,2355.725857,41572491,,,0.656,
Colombia,2001,Developing,71.5,165,17,4.43,8,3,47.5,21,83,8,0.1,2395.856551,498899,,,0.653,
Colombia,2000,Developing,71.4,167,18,4.66,78,1,46.7,21,82,79,0.1,2472.197831,443958,,,0.65,
Congo,2015,Developing,64.7,267,7,,8,1359,27.4,10,8,8,2.8,,,,,0.59,
Congo,2014,Developing,64.2,275,7,0.01,9,71,26.8,10,9,9,3,,,,,0.581,
Congo,2013,Developing,63.9,274,7,0.01,85,124,26.2,10,85,85,3,,,,,0.576,11.1
Congo,2012,Developing,63.7,273,7,0.01,62,260,25.6,10,61,85,3.3,,,,,0.557,10.2
Congo,2011,Developing,62.9,285,7,3.82,7,315,25,10,69,82,3.5,,,,,0.558,10.7
Congo,2010,Developing,62,298,7,3.53,74,4,24.5,10,72,74,3.8,,,,,0.548,10.5
Congo,2009,Developing,68,314,7,3.47,75,1,23.9,11,76,78,4,,,,,0.545,10.3
Congo,2008,Developing,59.4,338,8,2.58,73,2,23.3,11,77,79,4.3,,,,,0.527,10
Congo,2007,Developing,58.2,354,8,2.75,64,84,22.8,11,71,72,5,,,,,0.517,9.8
Congo,2006,Developing,56.9,368,8,2.25,,126,22.3,12,73,73,5.5,,,,,0.507,9.6
Congo,2005,Developing,55.3,394,8,2.03,,146,21.7,13,62,62,5.9,,,,,0.496,9.4
Congo,2004,Developing,54.1,48,9,2.58,,3524,21.2,13,67,67,6.3,,,,,0.497,9.2
Congo,2003,Developing,53.2,417,9,2.45,,3712,2.7,14,5,5,6.8,,,,,0.492,9.4
Congo,2002,Developing,52.6,424,9,2.55,,2788,2.3,14,41,41,7.2,,,,,0.488,9.5
Congo,2001,Developing,52.7,419,9,2.3,,2152,19.8,14,32,31,7.6,,,,,0.487,9.7
Congo,2000,Developing,52.9,416,9,2.26,,1678,19.3,14,31,33,7.8,,,,,0.487,9.8
Costa Rica,2015,Developing,79.6,95,1,,92,0,6.5,1,92,92,0.1,1146.36273,487852,,,0.775,14.2
Costa Rica,2014,Developing,79.5,96,1,3.45,91,1,59.5,1,91,91,0.1,1647.44179,4757575,,,0.768,13.9
Costa Rica,2013,Developing,79.4,96,1,3.42,94,0,58.5,1,95,95,0.1,1569.66631,47641,,,0.762,13.7
Costa Rica,2012,Developing,79.2,97,1,3.34,91,0,57.5,1,9,91,0.1,9985.36959,4654122,,,0.758,13.6
Costa Rica,2011,Developing,79,98,1,3.41,84,0,56.5,1,82,85,0.1,9186.59639,46474,,,0.752,13.4
Costa Rica,2010,Developing,78.1,16,1,3.58,89,0,55.5,1,93,88,0.1,8199.414621,454528,,,0.749,13.3
Costa Rica,2009,Developing,79.2,96,1,4.07,87,0,54.4,1,8,86,0.1,689.396224,4488263,,,0.747,13.1
Costa Rica,2008,Developing,78.9,99,1,4.22,89,0,53.4,1,89,9,0.1,6911.136136,442958,,,0.74,12.9
Costa Rica,2007,Developing,78.9,93,1,4.2,89,0,52.4,1,89,89,0.1,612.623418,4369469,,,0.734,12.8
Costa Rica,2006,Developing,78,16,1,4.15,88,0,51.4,1,89,89,0.1,5245.187372,438794,,,0.727,12.6
Costa Rica,2005,Developing,78.6,97,1,4.1,9,1,5.3,1,91,91,0.1,4697.11135,4247841,,,0.723,
Costa Rica,2004,Developing,77.7,12,1,4.09,89,0,49.3,1,9,9,0.1,4425.57467,418738,,,0.719,
Costa Rica,2003,Developing,78,1,1,4.04,86,1,48.3,1,88,88,0.1,4167.71417,4125971,,,0.715,
Costa Rica,2002,Developing,78.3,99,1,4.17,94,0,47.3,1,94,94,0.1,462.14965,46324,,,0.712,
Costa Rica,2001,Developing,77.5,1,1,4.29,8,0,46.4,1,92,91,0.1,3981.52847,3996798,,,0.708,
Costa Rica,2000,Developing,77.6,98,1,4.34,89,0,45.4,1,8,88,0.1,388.363689,3925443,,,0.702,
Cuba,2015,Developing,79.1,92,1,,99,0,61.4,1,99,99,0.1,762.261218,,,,0.773,
Cuba,2014,Developing,79,93,1,4.37,97,0,6.7,1,99,99,0.1,75.5199,,,,0.772,
Cuba,2013,Developing,78.7,96,1,4.18,96,0,59.9,1,99,99,0.1,676.15344,,,,0.773,
Cuba,2012,Developing,78.7,96,1,4.16,96,0,59.2,1,98,99,0.1,6425.941119,,,,0.778,
Cuba,2011,Developing,78.8,92,1,4.14,96,0,58.4,1,99,97,0.1,675.92436,,,,0.78,
Cuba,2010,Developing,78,98,1,4.13,96,0,57.7,1,99,96,0.1,5676.14143,,,,0.784,
Cuba,2009,Developing,78.1,11,1,4.01,96,0,56.9,1,99,96,0.1,5484.7763,,,,0.782,
Cuba,2008,Developing,77.9,12,1,4.26,95,0,56.2,1,99,95,0.1,5376.447622,,,,0.771,17.1
Cuba,2007,Developing,78.1,14,1,4.13,93,0,55.4,1,99,93,0.1,5184.494227,,,,0.754,16
Cuba,2006,Developing,78,14,1,4.17,89,0,54.6,1,99,89,0.1,4669.6916,,,,0.732,14.7
Cuba,2005,Developing,77.2,19,1,4.48,95,0,53.8,1,99,89,0.1,3779.577,,,,0.719,14.2
Cuba,2004,Developing,77.3,17,1,4.38,99,0,53,1,98,88,0.1,339.716256,,,,0.705,
Cuba,2003,Developing,77.4,18,1,4.39,99,0,52.1,1,98,72,0.1,3192.669378,,,,0.694,
Cuba,2002,Developing,77.7,19,1,4.1,98,0,51.3,1,98,99,0.1,2994.339988,,,,0.692,
Cuba,2001,Developing,76.7,115,1,4.04,98,0,5.4,1,99,98,0.1,2832.188893,,,,0.686,
Cuba,2000,Developing,76.9,115,1,3.92,98,0,49.4,1,98,95,0.1,2741.11542,,,,0.679,
Cyprus,2015,Developed,85,52,0,,97,0,6.3,0,97,97,0.1,2375.1127,116985,,,0.854,
Cyprus,2014,Developed,83,53,0,0.01,96,10,59.8,0,99,99,0.1,2734.88382,115239,,,0.85,
Cyprus,2013,Developed,81,54,0,9.04,96,0,59.2,0,99,99,0.1,2797.96736,1143896,,,0.85,
Cyprus,2012,Developed,80,56,0,10.55,96,1,58.7,0,99,99,0.1,28951.15556,113562,,,0.85,
Cyprus,2011,Developed,79.7,57,0,10.69,96,0,58.3,0,99,99,0.1,32233.83942,1124835,,,0.847,
Cyprus,2010,Developed,79.5,59,0,11.32,96,18,57.8,0,99,99,0.1,3818.46396,111267,,,0.853,
Cyprus,2009,Developed,79.3,6,0,10.8,96,0,57.3,0,99,99,0.1,3215.8159,19876,,,0.849,
Cyprus,2008,Developed,79.1,62,0,12.01,93,1,56.8,0,97,97,0.1,3539.7488,181563,,,0.844,
Cyprus,2007,Developed,78.9,63,0,11.56,93,0,56.3,0,97,97,0.1,31386.63265,163712,,,0.836,
Cyprus,2006,Developed,78.8,64,0,11.47,93,0,55.8,0,97,97,0.1,27169.99256,14559,,,0.829,
Cyprus,2005,Developed,78.7,65,0,11.41,88,1,55.3,0,98,98,0.1,25324.48666,127658,,,0.826,
Cyprus,2004,Developed,78.6,65,0,13.03,88,0,54.8,0,98,98,0.1,23932.49128,1141,,,0.823,
Cyprus,2003,Developed,78.5,66,0,10.62,88,0,54.3,0,98,98,0.1,2293.4789,993563,,,0.815,
Cyprus,2002,Developed,78.4,68,0,11.68,88,0,53.8,0,98,98,0.1,16372.29152,976966,,,0.805,
Cyprus,2001,Developed,78.2,69,0,10.16,89,0,53.3,0,97,97,0.1,1562.92433,96282,,,0.8,
Cyprus,2000,Developed,78.1,7,0,9.56,89,0,52.8,0,97,97,0.1,14672.8826,943286,,,0.798,
Denmark,2015,Developed,86,71,0,,,9,58.8,0,93,93,0.1,5314.64416,5683483,,,0.923,
Denmark,2014,Developed,84,73,0,9.64,,27,58.4,0,94,94,0.1,62425.5392,5643475,,,0.926,
Denmark,2013,Developed,81,75,0,9.5,,17,58.1,0,94,94,0.1,61191.19263,5614932,,,0.924,
Denmark,2012,Developed,80,76,0,9.26,,2,57.7,0,94,94,0.1,5857.521,5591572,,,0.922,
Denmark,2011,Developed,79.7,79,0,10.47,,84,57.4,0,91,91,0.1,61753.667,557572,,,0.91,
Denmark,2010,Developed,79.2,84,0,10.28,,5,57,0,9,9,0.1,5841.41122,5547683,,,0.906,
Denmark,2009,Developed,78.9,86,0,10.08,,6,56.6,0,89,89,0.1,58163.29359,552395,,,0.906,
Denmark,2008,Developed,78.8,88,0,10.7,,14,56.3,0,88,88,0.1,64322.6664,5493621,,,0.906,
Denmark,2007,Developed,78.4,93,0,10.99,,2,55.9,0,87,87,0.1,58487.451,5461438,,,0.904,
Denmark,2006,Developed,78.1,93,0,11.02,,27,55.4,0,93,93,0.1,5226.99311,5437272,,,0.902,
Denmark,2005,Developed,78.1,92,0,11.28,,2,55,0,93,93,0.1,48799.8237,5419432,,,0.897,
Denmark,2004,Developed,77.7,98,0,11.27,,0,54.4,0,95,95,0.1,46511.6457,544523,,,0.893,
Denmark,2003,Developed,77.3,11,0,11.54,,0,53.9,0,96,96,0.1,4458.7764,539574,,,0.882,
Denmark,2002,Developed,77,14,0,11.34,,32,53.3,0,98,98,0.1,33228.69291,5375931,,,0.875,
Denmark,2001,Developed,77,12,0,11.56,,11,52.8,0,97,97,0.1,3751.64946,5358783,,,0.862,
Denmark,2000,Developed,76.9,12,0,11.69,,14,52.2,0,97,97,0.1,3743.55917,5339616,,,0.86,
Egypt,2015,Developing,79,159,51,,93,5432,61.1,60,93,93,0.1,,,,,0.688,
Egypt,2014,Developing,78,161,53,0.21,94,1314,6.2,62,94,94,0.1,,,,,0.686,
Egypt,2013,Developing,79,159,54,0.21,97,405,59.4,63,97,97,0.1,,,,,0.681,
Egypt,2012,Developing,72,165,54,0.23,93,245,58.6,64,93,93,0.1,,,,,0.673,
Egypt,2011,Developing,74,168,55,0.22,96,26,57.8,64,96,96,0.1,,,,,0.671,
Egypt,2010,Developing,70,173,54,0.22,97,16,57,64,97,97,0.1,,,,,0.665,
Egypt,2009,Developing,69.9,174,54,0.21,97,608,56.2,64,97,97,0.1,,,,,0.659,
Egypt,2008,Developing,69.8,172,54,0.24,97,668,55.5,65,97,97,0.1,,,,,0.651,
Egypt,2007,Developing,69.7,171,55,0.21,98,1684,54.8,65,98,98,0.1,,,,,0.644,
Egypt,2006,Developing,69.5,175,55,0.18,98,953,54.2,66,98,98,0.1,,,,,0.636,
Egypt,2005,Developing,69.4,174,56,0.16,98,77,53.5,68,98,98,0.1,,,,,0.629,
Egypt,2004,Developing,69,176,57,0.16,97,80,52.9,70,97,97,0.1,,,,,0.623,
Egypt,2003,Developing,68.6,178,59,0.15,98,164,52.3,72,98,98,0.1,,,,,0.621,
Egypt,2002,Developing,68.7,177,61,0.15,97,653,51.8,75,97,97,0.1,,,,,0.617,
Egypt,2001,Developing,68.6,177,63,0.14,99,2150,51.2,78,99,99,0.1,,,,,0.612,
Egypt,2000,Developing,68.8,171,65,0.14,98,2633,5.7,82,98,98,0.1,,,,,0.606,
Fiji,2015,Developing,69.9,188,0,,99,0,62.7,0,99,99,0.1,4921.89629,892149,,,0.734,
Fiji,2014,Developing,69.7,19,0,0.01,99,0,61.9,0,99,99,0.1,546.3728,88586,,,0.727,
Fiji,2013,Developing,69.6,192,0,0.01,99,0,61.1,0,99,99,0.1,4763.68956,879715,,,0.719,
Fiji,2012,Developing,69.4,195,0,0.01,99,0,6.2,0,99,99,0.1,4546.73854,873596,,,0.714,
Fiji,2011,Developing,69.2,197,0,0.01,99,0,59.5,0,99,99,0.1,4353.121392,86786,,,0.709,
Fiji,2010,Developing,69.1,2,0,2.25,99,0,58.7,0,99,99,0.1,3651.966784,85995,,,0.706,
Fiji,2009,Developing,68.9,23,0,2.31,99,1,58,0,99,99,0.1,3369.48247,851967,,,0.704,
Fiji,2008,Developing,68.7,26,0,1.95,99,0,57.3,0,99,99,0.1,4177.657789,84334,,,0.7,
Fiji,2007,Developing,68.6,29,0,2.09,99,0,56.6,0,99,99,0.1,478.82327,834812,,,0.698,
Fiji,2006,Developing,68.5,211,0,2.06,99,136,55.9,0,98,98,0.1,3749.939813,827411,,,0.695,
Fiji,2005,Developing,68.3,214,0,2.02,99,0,55.1,0,97,96,0.1,3658.63832,821817,,,0.699,13.9
Fiji,2004,Developing,68.1,218,0,1.63,99,37,54.2,0,96,95,0.1,3332.918533,818354,,,0.691,13.4
Fiji,2003,Developing,68,22,0,1.76,99,305,53.2,0,95,94,0.1,2835.973972,816628,,,0.689,13.3
Fiji,2002,Developing,67.9,22,0,1.85,99,304,52.2,0,94,93,0.1,2259.55796,815691,,,0.687,13.3
Fiji,2001,Developing,67.8,221,0,1.93,98,17,51.2,0,92,91,0.1,238.891729,814218,,,0.683,13.2
Fiji,2000,Developing,67.7,221,0,2.05,98,0,5.2,0,91,9,0.1,276.1338,811223,,,0.681,13.1
Finland,2015,Developing,81.1,76,0,,,2,62.1,0,97,97,0.1,4245.39744,5479531,,,0.893,17
Finland,2014,Developing,89,78,0,8.8,,0,61.7,0,98,98,0.1,49914.61864,5461512,,,0.89,17
Finland,2013,Developing,87,79,0,8.97,,2,61.4,0,98,98,0.1,49638.7713,5438972,,,0.887,17
Finland,2012,Developing,84,82,0,9.24,,0,61,0,99,99,0.1,47415.55987,5413971,,,0.884,17
Finland,2011,Developing,83,86,0,9.81,,27,6.6,0,99,99,0.1,579.72415,5388272,,,0.878,16.9
Finland,2010,Developing,79.9,89,0,9.72,,5,6.2,0,99,99,0.1,4622.41516,5363352,,,0.874,16.8
Finland,2009,Developing,79.7,91,0,9.96,,2,59.8,0,99,99,0.1,4717.15571,5338871,,,0.878,17
Finland,2008,Developing,79.6,94,0,10.26,,5,59.4,0,97,99,0.1,5341.31487,5313399,,,0.876,17.1
Finland,2007,Developing,79.3,96,0,10.45,,0,59,0,97,99,0.1,48288.5491,528872,,,0.873,17.2
Finland,2006,Developing,79.2,96,0,10.15,,0,58.6,0,97,97,0.1,4112.67651,5266268,,,0.869,17.2
Finland,2005,Developing,78.9,11,0,9.95,,1,58.1,0,97,97,0.1,38969.17163,524696,,,0.864,17.1
Finland,2004,Developing,78.7,12,0,9.89,,0,57.6,0,96,98,0.1,37636.11173,5228172,,,0.869,18.3
Finland,2003,Developing,78.4,98,0,9.31,,0,57.1,0,96,98,0.1,32816.1688,521314,,,0.866,18.1
Finland,2002,Developing,78.1,98,0,9.25,,0,56.6,0,95,98,0.1,26834.2625,52598,,,0.863,18
Finland,2001,Developing,78,1,0,8.94,,1,56.1,0,95,98,0.1,24913.24452,51888,,,0.856,17.7
Finland,2000,Developing,77.5,15,0,8.59,,0,55.5,0,96,99,0.1,24253.2542,517629,,,0.847,17.3
France,2015,Developing,82.4,78,2,,86,157,62.5,3,98,98,0.1,36526.7711,6662468,,,0.894,16.3
France,2014,Developing,82.2,79,3,11.5,83,267,62,3,98,98,0.1,42955.24287,66331957,,,0.89,16.2
France,2013,Developing,82,81,3,11.1,74,272,61.6,3,99,99,0.1,42554.1225,6599857,,,0.887,16.2
France,2012,Developing,81.5,83,3,11.5,78,0,61.1,3,99,99,0.1,4838.2444,6565979,,,0.885,16.1
France,2011,Developing,81.7,83,3,11.8,74,14949,6.6,3,99,99,0.1,4381.288,65342776,,,0.882,16.1
France,2010,Developing,81.3,86,3,11.7,65,5048,6.1,3,99,99,0.1,473.34279,6527512,,,0.879,16
France,2009,Developing,81.1,88,3,11.8,51,1541,59.6,3,98,98,0.1,41631.13141,647744,,,0.879,16
France,2008,Developing,89,88,3,11.9,47,604,59.1,3,98,98,0.1,45413.6571,6437499,,,0.877,16.1
France,2007,Developing,89,89,3,12.2,42,39,58.6,3,99,98,0.1,416.58397,6416229,,,0.873,16.1
France,2006,Developing,86,92,3,12.4,39,40,58,4,99,99,0.1,36544.5853,63621376,,,0.87,16.1
France,2005,Developing,81,93,3,12.2,35,36,57.5,4,98,98,0.1,34879.72633,63179356,,,0.86,15.5
France,2004,Developing,82,94,3,13.18,35,4448,57,4,99,98,0.1,33874.74255,6274897,,,0.857,15.5
France,2003,Developing,79.3,99,3,13.49,28,0,56.4,4,96,97,0.1,29691.18158,62244884,,,0.852,15.4
France,2002,Developing,79.2,11,3,13.78,29,5185,55.8,4,97,97,0.1,24275.2426,6185267,,,0.851,15.5
France,2001,Developing,79,13,3,13.89,28,0,55.2,4,98,97,0.1,22527.31775,61357431,,,0.849,15.6
France,2000,Developing,78.8,13,3,13.63,26,10000,54.6,4,98,97,0.1,22465.64184,6912498,,,0.844,15.7
Georgia,2015,Developing,74.4,129,1,,94,431,56.2,1,91,94,0.1,3764.64912,37171,,,0.768,13.9
Georgia,2014,Developing,74.5,125,1,6.13,91,3188,55.3,1,91,91,0.1,4429.6575,3727,,,0.759,13.5
Georgia,2013,Developing,74.5,128,1,5.91,96,7872,54.4,1,94,93,0.1,4274.376857,3776,,,0.755,13.5
Georgia,2012,Developing,74.2,13,1,7.71,92,31,53.6,1,93,92,0.1,4142.869175,3825,,,0.749,13.4
Georgia,2011,Developing,73.9,127,1,8.14,89,64,52.8,1,88,94,0.1,3725.63221,3875,,,0.742,13.3
Georgia,2010,Developing,73.8,132,1,7.24,95,22,52,1,88,92,0.1,2964.47734,3926,,,0.738,13.3
Georgia,2009,Developing,73.2,133,1,6.66,54,23,51.3,1,93,88,0.1,276.588512,3978,,,0.734,12.8
Georgia,2008,Developing,73.9,128,1,7.17,89,56,5.5,1,9,92,0.1,3174.9491,43,,,0.735,13.1
Georgia,2007,Developing,74.4,12,1,8.65,94,44,49.9,1,88,98,0.1,2492.12878,482,,,0.722,12.5
Georgia,2006,Developing,73.9,126,1,6.18,84,334,49.2,1,89,88,0.1,1872.68416,4136,,,0.714,12.6
Georgia,2005,Developing,73.9,128,1,4.7,79,1356,48.6,1,82,82,0.1,153.57521,419,,,0.703,12.2
Georgia,2004,Developing,72.3,134,1,3.74,64,6847,48.1,1,66,78,0.1,127.367228,4245,,,0.694,12
Georgia,2003,Developing,72.7,132,1,3.36,48,216,47.5,2,74,75,0.1,928.18227,431,,,0.684,11.8
Georgia,2002,Developing,71.7,142,2,2.72,51,199,47,2,89,84,0.1,779.3845935,4357,,,0.677,11.8
Georgia,2001,Developing,73,121,2,2.76,61,35,46.5,2,83,87,0.1,733.974142,43864,,,0.673,11.7
Georgia,2000,Developing,71.8,129,2,3.28,55,50,46,2,81,8,0.1,691.997711,44183,,,0,11.4
Germany,2015,Developed,81,68,2,,88,2464,62.3,3,94,95,0.1,41176.88158,81686611,,,0.924,17.1
Germany,2014,Developed,89,69,2,11.03,88,443,61.9,3,94,95,0.1,4792.65288,89825,,,0.92,17
Germany,2013,Developed,86,71,2,10.94,88,1771,61.4,3,94,95,0.1,4653.91143,864565,,,0.919,16.9
Germany,2012,Developed,86,71,2,11.18,88,166,6.9,3,94,95,0.1,4465.24891,8425823,,,0.916,16.9
Germany,2011,Developed,85,74,2,11.2,88,1607,6.4,3,94,95,0.1,4681.32796,8274983,,,0.912,16.8
Germany,2010,Developed,81,76,2,11.2,88,780,59.9,3,94,95,0.1,41785.55691,8177693,,,0.907,16.7
Germany,2009,Developed,80,79,2,11.22,88,574,59.5,3,95,96,0.1,41732.7725,819237,,,0.906,16.7
Germany,2008,Developed,79.9,8,2,11.36,87,917,59,3,95,96,0.1,45699.19832,821197,,,0.903,16.6
Germany,2007,Developed,79.8,82,3,11.5,86,567,58.5,3,95,96,0.1,41814.8191,82266372,,,0.898,16.6
Germany,2006,Developed,79.6,84,3,11.76,87,2307,58,3,94,96,0.1,36447.87232,82376451,,,0.892,16.5
Germany,2005,Developed,79.2,85,3,11.67,9,778,57.6,3,95,96,0.1,34696.6292,82469422,,,0.884,16.4
Germany,2004,Developed,79.1,86,3,11.83,88,121,57.1,3,96,96,0.1,34165.9343,8251626,,,0.877,16.4
Germany,2003,Developed,78.5,9,3,11.92,9,779,56.6,4,96,97,0.1,3359.95215,82534176,,,0.872,16.3
Germany,2002,Developed,78.4,91,3,12.25,87,4657,56.1,4,97,93,0.1,2525.16445,82488495,,,0.867,16.3
Germany,2001,Developed,78.3,92,3,12.46,86,6024,55.6,4,96,93,0.1,23687.31689,82349925,,,0.86,16.2
Germany,2000,Developed,78,95,3,12.91,84,0,55.1,4,94,9,0.1,23718.7467,8221158,,,0.855,16.2
Greece,2015,Developing,81,72,0,,96,1,66.5,0,99,99,0.1,187.78991,182883,,,0.865,17.2
Greece,2014,Developing,88,73,0,7.53,96,1,66,0,99,99,0.1,21673.7817,1892413,,,0.862,17.2
Greece,2013,Developing,86,74,0,7.46,98,3,65.4,0,99,99,0.1,21874.8195,1965211,,,0.86,17.1
Greece,2012,Developing,84,76,0,8.2,98,3,64.9,0,99,99,0.1,22242.68193,114511,,,0.858,16.8
Greece,2011,Developing,85,76,0,8.02,95,40,64.3,0,99,99,0.1,25916.29353,1114899,,,0.86,16.7
Greece,2010,Developing,83,76,0,9,95,149,63.7,0,99,99,0.1,26917.75898,11121341,,,0.859,16.4
